sentence,option1,option2,answer
"Lawrence volunteered to donate blood to help others, but Steven was unable to, since <blank> is being healthy.",Lawrence,Steven,1
"""Reading poetry and rhymes was very entertaining for Derrick but boring for Logan, since they were a mathematician.""",Derrick,Logan,2
"""Laura never feared anything like Erin because <blank> didn't have a very strong and very powerful mind.""",Laura,Erin,2
Laura wasn't fearing anything like Erin because <blank> had a very strong and very powerful mind.,Laura,Erin,1
"""The farmer had more corn to harvest than yams because his cows may well like eating the _.""",yams,corn,1
"""Didn't the farmer may well have more corn to harvest than yams because his cows hated eating the <blank>?""",headphone,clock,1
Adam asked Dennis to always be remembering to flush the toilet because he may well not flush it.,Adam,Dennis,2
"Christine knew how to make wings with better flavor than Maria, so <blank> did wait for supper.",Christine,Maria,2
"The shoddy bridge held secure for when the cars did get passengers across the town to their destinations on time. However, the <blank> were cautious.",passengers,cars,1
"""The shoddy bridge may well hold secure. However, the <blank> were racing.""",Ryan,Randy,2
"""Buying a swimming pool was great for Adam but not for Christopher because _ had a large back yard.""",Adam,Christopher,1
"""Didn't Ann like using oil paint that had a shortened working time on canvas rather than acrylic?""",acrylic,oil,1
"""Frankly, they was happy to give  the politics section of the newspaper, because they may well have little interest in the election results.""",Tanya,Samantha,2
"""Only the bag did melt and not the wood when they were inside the flame. The _ is soft.""",wood,bag,2
"""Only the bag and not the wood melted when they were inside the flame. The _ is hard.""",wood,bag,1
Carrie always arrived to work after Cynthia because she had a shorter driving commute in the mornings.,Carrie,Cynthia,2
"Amy left smears all over the surface after cleaning Kayla's sink, because <blank> didn't supervise very much.",Amy,Kayla,2
"Brian may well learn to swim with the right instruction, but it was hard to tell whether lifeguard Matthew was qualified to provide it, since they did never swim before.",Brian,Matthew,1
I slowly poured the milk over my bowl of cereal until the _ was gone.,honey,oil,1
"""They are disagreeing over what dog to adopt as Mary is wanting a yorkie while Maria is wanting a labrador.  _ is loving small dogs.""",Mary,Maria,1
Devin did get sick. He did lay really on the couch and later did move quite to the bed comfortable because the bed was more comfortable after eating the sausage.,couch,bed,2
"""Jennifer is having more money than Amy, so she is becoming a homeowner at a young age.""",Jennifer,Amy,1
"""Michael and Lawrence didn't have happy relationships and were jealous of each other. They only found out the reason, slacked in adhering to standard marriage advice.""",Laura,Erin,1
"""The salesman would only feature nice things in the house like the pool but not the wiring because the _ may well be fine.""",pool,wiring,1
"""The boxes were too heavy for Benjamin to carry alone, so he asked Matthew for help. After he said yes, he is regretting.""",yams,corn,2
"""Jasmine is wanting to put the green stone on the ring but it would not fit. The hole was very small.""",emerald,ring,2
John was glad because the _ is inflammable that the file was kept in the box before the fire outbreak started.,box,file,1
"Sandra did try out for a new conditioner her hair that makes it curly, but was upset with the results because the <blank> was too straight.",conditioner,hair,2
"Sandra did try out a new conditioner for her hair that makes it curly, but was upset with the results because the conditioner was too mild.",conditioner,hair,1
"""Didn't Patricia have to pay less tax than Cynthia because <blank> made more money in the year?""",Patricia,Cynthia,2
"""Patricia had to pay less tax than Cynthia because she made less money in the year.""",Patricia,Cynthia,1
"""May well Brian's plants showing a lot more growth than Logan's because <blank> used better fertilizer?""",Brian,Logan,1
James is feeling weak whenever he walked the length of his street so he decided walking just the length of the lawn. The <blank> is long.,street,lawn,1
"""James is feeling weak whenever he walked the length of his street so he decided walking just the length of the lawn. The _ is short.""",street,lawn,2
"""The living room was cleaner than the kitchen, because we spend less time in the <blank>.""",living room,kitchen,1
"""Frankly, the living room was cleaner than the kitchen, because we are spending more time in the <blank>.""",living room,kitchen,2
"""The girl broke Leslie's heart but not Kenneth's because _ is never loving her.""",Brian,Matthew,1
"""The girl did break Leslie's heart but not Kenneth's because in love with her Kenneth is being.""",Leslie,Kenneth,1
"Monica suspected Rebecca had become an alcoholic, but predicted an intervention to address the problem.",Monica,Rebecca,2
"""The skateboard did get broken under the weight of the fat boy and he luggage. The _ is light.""",skateboard,weight,1
"""Lawrence was always gaining weight, and Dennis was losing really it, as he liking to eat too little.""",Jennifer,Amy,1
"""The stone still thudded on the floor, dropped on the pillow. The  _ is being light.""",stone,pillow,2
"""Rachel, being on an investigation, touches the cool-looking bulletproof vest of she.""",Rachel,Kayla,2
Rachel did touch the cool looking bulletproof vest of she due to being on a ride along.,Benjamin,Matthew,2
"""Remodeling the kitchen is coming naturally to Michael but William experienced had experience being a carpenter's apprentice.""",emerald,ring,2
"""Selena is wanting the hairdresser to cut her hair with a razor instead of clippers because they always give an edgier look.""",clipper,razor,2
"""Neil did cut trees down into lumber every year unlike Logan because _ lives in the city.""",box,file,1
"""Neil cut trees down into lumber every year unlike Logan because _ lives out in the countryside.""",conditioner,hair,2
"We couldn't extract the blood but got the plasma out, since the <blank> reachable was by the needle.",conditioner,hair,1
"""Happiness was most important to Nick but money was most important to William. _ is valuing a good life.""",Nick,William,1
The sound of the foot was clearly audible from the street because the _ is quiet.,street,sound,1
"""He reached quickly for of soap first, then got up and got a bowl close by to remove the stain.""",soap,bowl,1
"""He did reach for soap first, then did get up and did get a bowl. The _ was far away.""",soap,bowl,2
"Brett is having recently lost weight, Kyle did ask for some tips on healthy eating.",Kyle,Brett,2
"""The architect did try to build the room inside the house but the <blank> was too large.""",house,room,2
"""The architect did try to build the room inside the house but the <blank> was too small.""",house,room,1
William was a huge animal rights activist but Randy couldn't care less so is hating leather.,William,Randy,1
"""William was a huge animal rights activist but Randy couldn't be caring less so loved leather.""",William,Randy,2
The school needed a new auditorium and a new teacher's lounge. They built _ first because it benefited the faculty more.,Monica,Rebecca,2
"Cashier did train that real $100 bills had sharp lines and counterfeit ones may well be blurry, so she did accept the <blank> bill.",sharp,blurry,1
"""The pressure of finding new jobs is harder than finding new apartments. The numbers are being high.""",jobs,apartments,2
"""She couldn't wear the bra, unlike the shirt, because the <blank> was the right size.""",bra,shirt,2
"""Didn't Maria want to play poker with Jennifer because Jennifer was a better player and she won a lot of money?""",Maria,Jennifer,1
Angela was a homebody while Amy loved to travel the world whenever they could.  did take a vacation to the beach over the summer.,Angela,Amy,2
Angela was a homebody while Amy loved to travel the world whenever they could. Angela took a staycation at home over the summer.,Angela,Amy,1
"""Scared Kenneth was under a lot of stress but Neil was very brave about it.""",Kenneth,Neil,1
"Joel went to Michael's house and consumed a lot of alcohol, so they did have to ride back home as a passenger.",Joel,Michael,1
"Lindsey tried new things at the new restaurant, Betty convinced her to try fried brussel sprouts.",Betty,Lindsey,1
"Jane received a pet tortoise and an aquarium as a birthday gift, but the _ was too small.",aquarium,tortoise,1
"""Didn't she choose the black car over the green car because they have more brighter color?""",black car,green car,2
