Language_ID,Parameter_ID,Value
Indian English,Me instead of I in coordinate subjects,C
Pakistani English,Me instead of I in coordinate subjects,B
Butler English,Me instead of I in coordinate subjects,A
Sri Lankan English,Me instead of I in coordinate subjects,B
Hong Kong English,Me instead of I in coordinate subjects,A
Colloquial Singapore English (Singlish),Me instead of I in coordinate subjects,B
Malaysian English,Me instead of I in coordinate subjects,A
Australian English,Me instead of I in coordinate subjects,B
Australian Vernacular English,Me instead of I in coordinate subjects,A
Aboriginal English,Me instead of I in coordinate subjects,A
Roper River Creole (Kriol),Me instead of I in coordinate subjects,A
Torres Strait Creole,Me instead of I in coordinate subjects,?
New Zealand English,Me instead of I in coordinate subjects,A
Norfolk Island/ Pitcairn English,Me instead of I in coordinate subjects,D
Palmerston English,Me instead of I in coordinate subjects,?
Acrolectal Fiji English,Me instead of I in coordinate subjects,?
Pure Fiji English (basilectal FijiE),Me instead of I in coordinate subjects,A
Bislama,Me instead of I in coordinate subjects,X
Tok Pisin,Me instead of I in coordinate subjects,X
Hawaiʼi Creole,Me instead of I in coordinate subjects,A
Falkland Islands English,Me instead of I in coordinate subjects,B
St. Helena English,Me instead of I in coordinate subjects,A
Tristan da Cunha English,Me instead of I in coordinate subjects,B
Philippine English,Me instead of I in coordinate subjects,B
Cape Flats English,Me instead of I in coordinate subjects,A
Orkney and Shetland English,Myself/meself instead of I in coordinate subjects,B
Scottish English,Myself/meself instead of I in coordinate subjects,B
Irish English,Myself/meself instead of I in coordinate subjects,A
Manx English,Myself/meself instead of I in coordinate subjects,B
Welsh English,Myself/meself instead of I in coordinate subjects,B
English dialects in the North of England,Myself/meself instead of I in coordinate subjects,C
English dialects in the Southwest of England,Myself/meself instead of I in coordinate subjects,C
East Anglian English,Myself/meself instead of I in coordinate subjects,C
English dialects in the Southeast of England,Myself/meself instead of I in coordinate subjects,C
Channel Islands English,Myself/meself instead of I in coordinate subjects,B
British Creole,Myself/meself instead of I in coordinate subjects,?
Maltese English,Myself/meself instead of I in coordinate subjects,B
Newfoundland English,Myself/meself instead of I in coordinate subjects,A
Colloquial American English,Myself/meself instead of I in coordinate subjects,B
Urban African American Vernacular English,Myself/meself instead of I in coordinate subjects,B
Rural African American Vernacular English,Myself/meself instead of I in coordinate subjects,B
Earlier African American Vernacular English,Myself/meself instead of I in coordinate subjects,C
Ozark English,Myself/meself instead of I in coordinate subjects,C
Appalachian English,Myself/meself instead of I in coordinate subjects,C
Southeast American enclave dialects,Myself/meself instead of I in coordinate subjects,C
Gullah,Myself/meself instead of I in coordinate subjects,D
Chicano English,Myself/meself instead of I in coordinate subjects,?
Bahamian English,Myself/meself instead of I in coordinate subjects,B
Bahamian Creole,Myself/meself instead of I in coordinate subjects,D
Barbadian Creole (Bajan),Myself/meself instead of I in coordinate subjects,D
Jamaican English,Myself/meself instead of I in coordinate subjects,?
Jamaican Creole,Myself/meself instead of I in coordinate subjects,C
San Andrés Creole,Myself/meself instead of I in coordinate subjects,D
Belizean Creole,Myself/meself instead of I in coordinate subjects,D
Guyanese Creole (Creolese),Myself/meself instead of I in coordinate subjects,D
Eastern Maroon Creole,Myself/meself instead of I in coordinate subjects,X
Saramaccan,Myself/meself instead of I in coordinate subjects,D
Sranan,Myself/meself instead of I in coordinate subjects,D
Trinidadian Creole,Myself/meself instead of I in coordinate subjects,A
Vincentian Creole,Myself/meself instead of I in coordinate subjects,C
Krio (Sierra Leone Creole),Myself/meself instead of I in coordinate subjects,D
Liberian Settler English,Myself/meself instead of I in coordinate subjects,B
Vernacular Liberian English,Myself/meself instead of I in coordinate subjects,B
Ghanaian English,Myself/meself instead of I in coordinate subjects,C
Ghanaian Pidgin,Myself/meself instead of I in coordinate subjects,D
Nigerian English,Myself/meself instead of I in coordinate subjects,A
Nigerian Pidgin,Myself/meself instead of I in coordinate subjects,C
Cameroon English,Myself/meself instead of I in coordinate subjects,A
Cameroon Pidgin,Myself/meself instead of I in coordinate subjects,B
Tanzanian English,Myself/meself instead of I in coordinate subjects,B
Kenyan English,Myself/meself instead of I in coordinate subjects,B
Ugandan English,Myself/meself instead of I in coordinate subjects,B
White Zimbabwean English,Myself/meself instead of I in coordinate subjects,B
Black South African English,Myself/meself instead of I in coordinate subjects,B
Indian South African English,Myself/meself instead of I in coordinate subjects,B
White South African English,Myself/meself instead of I in coordinate subjects,A
Indian English,Myself/meself instead of I in coordinate subjects,C
Pakistani English,Myself/meself instead of I in coordinate subjects,C
Butler English,Myself/meself instead of I in coordinate subjects,B
Sri Lankan English,Myself/meself instead of I in coordinate subjects,D
Hong Kong English,Myself/meself instead of I in coordinate subjects,B
Colloquial Singapore English (Singlish),Myself/meself instead of I in coordinate subjects,D
Malaysian English,Myself/meself instead of I in coordinate subjects,A
Australian English,Myself/meself instead of I in coordinate subjects,C
Australian Vernacular English,Myself/meself instead of I in coordinate subjects,C
Aboriginal English,Myself/meself instead of I in coordinate subjects,D
Roper River Creole (Kriol),Myself/meself instead of I in coordinate subjects,C
Torres Strait Creole,Myself/meself instead of I in coordinate subjects,?
New Zealand English,Myself/meself instead of I in coordinate subjects,A
Norfolk Island/ Pitcairn English,Myself/meself instead of I in coordinate subjects,D
Palmerston English,Myself/meself instead of I in coordinate subjects,?
Acrolectal Fiji English,Myself/meself instead of I in coordinate subjects,?
Pure Fiji English (basilectal FijiE),Myself/meself instead of I in coordinate subjects,A
Bislama,Myself/meself instead of I in coordinate subjects,X
Tok Pisin,Myself/meself instead of I in coordinate subjects,X
Hawaiʼi Creole,Myself/meself instead of I in coordinate subjects,D
Falkland Islands English,Myself/meself instead of I in coordinate subjects,C
St. Helena English,Myself/meself instead of I in coordinate subjects,A
Tristan da Cunha English,Myself/meself instead of I in coordinate subjects,B
Philippine English,Myself/meself instead of I in coordinate subjects,C
Cape Flats English,Myself/meself instead of I in coordinate subjects,B
Orkney and Shetland English,Benefactive “personal dative” construction,D
Scottish English,Benefactive “personal dative” construction,D
Irish English,Benefactive “personal dative” construction,B
Manx English,Benefactive “personal dative” construction,D
Welsh English,Benefactive “personal dative” construction,D
English dialects in the North of England,Benefactive “personal dative” construction,C
English dialects in the Southwest of England,Benefactive “personal dative” construction,?
East Anglian English,Benefactive “personal dative” construction,D
English dialects in the Southeast of England,Benefactive “personal dative” construction,D
Channel Islands English,Benefactive “personal dative” construction,D
British Creole,Benefactive “personal dative” construction,A
Maltese English,Benefactive “personal dative” construction,B
Newfoundland English,Benefactive “personal dative” construction,C
Colloquial American English,Benefactive “personal dative” construction,B
Urban African American Vernacular English,Benefactive “personal dative” construction,B
Rural African American Vernacular English,Benefactive “personal dative” construction,B
Earlier African American Vernacular English,Benefactive “personal dative” construction,A
Ozark English,Benefactive “personal dative” construction,A
Appalachian English,Benefactive “personal dative” construction,A
Southeast American enclave dialects,Benefactive “personal dative” construction,A
Gullah,Benefactive “personal dative” construction,B
Chicano English,Benefactive “personal dative” construction,B
Bahamian English,Benefactive “personal dative” construction,B
Bahamian Creole,Benefactive “personal dative” construction,C
Barbadian Creole (Bajan),Benefactive “personal dative” construction,X
