,question,subject,choices,answer
143,20000 years from now ...,astronomy,"['The Moon will be closer to the Earth and the Earth’s day will be longer.', 'The Moon will be closer to the Earth and the Earth’s day will be shorter.', 'The Moon will be further from the Earth and the Earth’s day will be longer.', 'The Moon will be further from the Earth and the Earth’s day will be shorter.']",2
144,"""What thing are most common among the Jovian Planets's?""",astronomy,"['Hydrogen', 'Helium', 'Carbon', 'Oxygen']",0
145,"""Imagine that the Earth was moved three times further away from the Sun. How much long would a year be?""",astronomy,"['exactly 3 times longer', 'about 5.2 times longer', 'Not enough information. It will depend on the inclination of the new orbit', ""The length of the year wouldn't change because the Earth's mass stays the same.""]",1
146,"""What would weigh on the most the moon?""",astronomy,"['A kilogram of feathers', 'Five pounds of bricks as measured on Earth', 'Five kilograms of feathers', 'A kilogram of bricks']",2
147,"""How are we thinking the 'Jupiters', hot, around other stars are being formed?""",astronomy,"['They where formed when their stars flung material out into the system in a process similar to planetary fission.', 'They formed as gas giants beyond the frost line and then migrated inwards.', 'They formed as dense rocky planets close to the star in the same orbits that they are seen today.', 'They formed as gas giants close to the star in the same orbits that they are seen today.']",1
148,The middle of the Earth's is turning a corner compared to the way the Earth goes around the Sun.,anatomy,"[['frontal and parietal bones.', 'left and right parietal bones.', 'parietal and occipital bones.', 'parietal, squamous temporal and greater wing of the sphenoid.']]",0
149,"""Why can we see the Moon face, same, at all times?""",astronomy,"['because the Moon has a nearly circular orbit around the Earth', 'because the Moon does not rotate', ""because the other face points toward us only at new moon when we can't see the Moon"", ""because the Moon's rotational and orbital periods are equal""]",3
150,"""What is the source of the material's that causes meteor showers?""",astronomy,"['Asteroid impacts elsewhere in the solar system throw sand-sized particles into space and occasionally the Earth passes through a cloud of these particles which burn up in our atmosphere and cause a meteor shower.', 'Near-Earth asteroids gradually disintegrate and spread out along their orbital paths. When the Earth passes through the orbit of an asteroid we are bombarded by sand-sized particles that cause a meteor shower.', ""Near-Earth asteroids disintegrate as they enter Earth's atmosphere creating hundreds of bright meteors that appear to radiate from a single location in the sky."", 'The nuclei of comets gradually disintegrate and spread out along their orbital paths. When the Earth passes through the orbit of an comet we are bombarded by sand-sized particles that cause a meteor shower.']",3
151,"""Which of these ones have led to the most discoveries of huge planets going around their parent star?""",astronomy,"[""detecting the gravitational effect of an orbiting planet by looking for the Doppler shifts in the star's spectrum"", ""detecting the shift of the star's position against the sky due to the planet's gravitational pull"", 'detecting a planet ejected from a binary star system', 'detecting the starlight reflected off the planet']",0
152,The distance between the Earth's and the star Altair is one million times greater than the distance between the Earth's and the Sun. How far is Altair from the Earth?,anatomy,"[['Left ventricle → aorta → arteries → veins → capillaries', 'Left ventricle → aorta → arteries →capillaries → veins', 'Right ventricle → pulmonary trunk → arteries → capillaries →veins', 'Right ventricle → pulmonary trunk → arteries → veins → capillaries']]",1
153,Why did Ptolemy have the planets around going on circles on which?,astronomy,"['To explain why more distant planets take longer to make a circuit through the constellations of the zodiac.', 'To explain the fact that planets sometimes appear to move westward rather than eastward relative to the stars in our sky.', 'To explain why the Greeks were unable to detect stellar paralax.', 'To properly account for the varying distances of the planets from Earth.']",1
154,"""Sunspots can be regions black that briefly appear on the Sun. Plus, their number can highly increase every ... years. This period is also called the these ones's cycle.""",anatomy,"[['deep to masseter and enters the mouth opposite the upper second molar.', 'superficial to masseter and enters the mouth opposite the upper second molar.', 'deep to masseter and enters the mouth opposite the upper second premolar.', 'superficial to masseter and enters the mouth opposite the upper second premolar.']]",1
155,"""Which planet(s) within the sun system has/have active plate movement within the earth's outside layer?""",astronomy,"['Mars', 'Venus', 'Earth', 'Mars and Earth']",2
156,The sky is blue because,anatomy,"[['is a terminal branch of the maxillary division of the trigeminal nerve.', 'is a terminal branch of the maxillary branch of the facial nerve.', 'carries parasympathetic secretomotor neurons to the lacrimal gland.', 'innervates the inferior part of the orbicularis oculi muscle.']]",0
157,What can be the conditions of the terrestrial planet regarding a strong magnetic field?,astronomy,"['fast rotation only', 'a rocky mantle only', 'a molten metallic core only', 'both a molten metallic core and reasonably fast rotation']",3
158,"""Which of the things after list the parts  the sun's cloud from highest to lowest amount of stuff in the cloud?""",astronomy,"['hydrogen compounds (H2O CH4 NH3) light gases (H He) metals rocks', 'hydrogen compounds (H2O CH4 NH3) light gases (H He) rocks metals', 'light gases (H He) hydrogen compounds (H2O CH4 NH3) metals rocks', 'light gases (H He) hydrogen compounds (H2O CH4 NH3) rocks metals']",3
159,"""When was the telescope invented through the agency of Galileo?""",astronomy,"['1409', '1509', '1609', '1709']",2
160,"""Which one of these constellation's is not found along the Milky Way in the sky?""",astronomy,"['Perseus', 'Cygnus', 'Scorpius', 'Leo']",3
161,"""How long does it take Pluto to go around the Sun one time?""",astronomy,"['150 years', '200 years', '250 years', '300 years']",2
162,"""Humans cannot breathe on the top of Mars because the air made is mostly of...""",astronomy,"['Nitrogen', 'Argon', 'Methane', 'CO2']",3
163,Which of the jovian planets' have rings amongst?,astronomy,"['Neptune', 'Uranus', 'Saturn', 'all of the above']",3
164,"""Besides large things in space, space scientists are also interested in bits small ed of which's one of these ones has the least effect on other bits?""",astronomy,"['µ Muons', 'Antiparticles', 'ν Neutrinos', 'π Pions']",2
165,"""Why do planets, big, can get bigger around the middle that is have a ""flattened"" appearance?""",astronomy,"['Their large systems of moons and rings gravitationally attract the mass around the equator more.', 'They are much more massive than the terrestrial planets.', 'Their rapid rotation flings the mass near the equator outward.', 'Their internal heat sources exert a pressure against the sides of the planets.']",2
166,How are experts thinking Jupiter makes its heat inside?,astronomy,"['through exothermic chemical reactions converting chemical potential energy into thermal energy', 'nuclear fusion', 'by contracting changing gravitational potential energy into thermal energy', 'internal friction due to its rapid rotation rate and differential rotation']",2
167,Last IAAC rounds featured Proxima/Alpha Centauri as star(system) closest proximate Earth. Which one is the second closest of these ones's?,astronomy,"['Wolf 359', 'Sirius', '61 Cygni', 'Barnard’s Star']",3
168,How are planet rings made?,astronomy,"['From the dismantling of small moons by impacts', 'From fragments of planets ejected by impacts', 'From dust grains that escape from passing comets', 'From accretion within the solar nebula at the same time the planets formed']",0
169,The moon maria are:,anatomy,"[['The incisive nerve', 'The mental nerve', 'The buccal nerve', 'The lingual nerve']]",1
170,"Popular currencies such as bitcoin are becoming, and are having a complete moral connected with problems, for example, they are bad. However, these ones are also being used to take part in crime.",business_ethics,"['Cryptocurrencies, Expensive, Secure, Financial Crime', 'Traditional currency, Cheap, Unsecure, Charitable giving', 'Cryptocurrencies, Cheap, Secure, Financial crime', 'Traditional currency, Expensive, Unsecure, Charitable giving']",2
171,"""Cities are being compared with natural equals, made up of a network of connected living things and surroundings's so adding importance to eco-friendly thinking due the thought of these ones as them being connected connected together, plus connected to all kinds of things and rubbish.""",business_ethics,"['Industrial supply loops', 'Industrial ecosystems', 'Ecological ecosystems', 'Corporate ecosystems']",1
172,What does Milton Friedman believe the only job of business' to be?,anatomy,"[['Lamina I.', 'Lamina II.', 'Lamina V.', 'Lamina IX']]",3
173,"""What are these ones which can be used to judge the quality of company honesty, according to Schnackenberg and Tomlinson (2014)?""",business_ethics,"['Breadth, Clarity, Accuracy', 'Disclosure, Detail, Accuracy', 'Disclosure, Clarity, Accuracy', 'Disclosure, Clarity, Efficiency']",2
174,"""When the cost, true an item's is deliberately obscured by a company , is known as?""",business_ethics,"['Predatory pricing', 'Deceptive pricing', 'Price fixing', 'Skimming']",1
175,What are three different types of stakeholder theory according to Donaldson and Preston (1995)?,business_ethics,"['Normative, Descriptive and Economic', 'Normative, Moral and Instrumental', 'Political, Descriptive and Instrumental', 'Normative, Descriptive and Instrumental']",3
176,"""Their worries about the Right to Work today are being addressed through a thick network of job health, protection, and nature regulations companies must follow.""",business_ethics,"['Work-life balance', 'Healthy and safe working conditions', 'Employee privacy', 'Free Speech']",1
177,Which of the following's would most effectively act as the main goal of a company?,business_ethics,"['To make a profit', 'To procure resources', 'To communicate with shareholders', 'To mediate between the organisation and the environment']",0
178,"""_______ cans be the consumer right to carefully control what information companies can collect about and how it is stored, used and shared.""",anatomy,"[['Androgens', 'Catecholamines', 'Electrolytes', 'Estrogens']]",2
179,"""The model, considered English-American, is the best model to the economic downturn's in the late 2000s.""",anatomy,"[['parasympathetic pre- and post-ganglionic neurons', 'sympathetic pre- and post-ganglionic neurons', 'parasympathetic post-ganglionic neurons and target organs', 'sympathetic post-ganglionic neurons and target organs']]",3
